topic	sentence_hash	sentence	stance	aspect	inner	cross
death penalty	5efb0254ebc349dc489437b453d588e6		nccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	77f86d2fa74f7526427bf5c5fa5ea727		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000000000000000000000000000000011111100000000000000000000000000000000000	Train	Dev
death penalty	d20573c4ef1f4f3e6cc021b5c07e2ea1		nnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000001111111110000111110	Train	Dev
death penalty	206cc5b8e5a624c808057c78bc9ee17c		nnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000011111111100000000000000001111111100000000000000000000111111111111111110000000000000000000000111111111111100000000000000011111111111111100000000000111111111111111110	Train	Dev
death penalty	da1fec598790bdac8fd3dd68d5ed3304		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111100000000000011111000000000000000000000000000000000000000000000000	Train	Dev
death penalty	6186496bc478ab1046b12272798bd314		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000011111000000000000000000111111111000000000000000000000000000000000000000000000111111111111111111100000000000000000000000000000000000000000000000111111111111111111111110	Train	Dev
death penalty	e084f7ada9557d3951e870832021b719		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnn	0000000000000000000000000000000000000000000000011111111111111111111111000000000000000000000000001111111111000	Train	Dev
death penalty	76a4a330521013c944f5a584afad5705		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000001111100000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111100000000000	Test	
death penalty	393ac1943d775ab1f8b3b97839d1fb12		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000001111100001111111111111000000000000000000000000000000000000000011111111111111111000000000000000000000000000000000000000	Test	
death penalty	3e5d7f5b8302f0bc2d696bbfba55e977		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000011111111111111000000011111111111111000000000000000000000000000011111100000000000000000	Train	Dev
death penalty	fa1d02864ccba0f079f1c44f55fc454e		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000000000001111111111000000000000001111100000001111111110000000000000000000000000000000000000111110	Train	Dev
death penalty	ed2e965c01a95e7ae5664dcb1212738b		nnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000111111111111111111100000000000000000000000000000000000000	Train	Dev
death penalty	63213e0166280fa7da341427aa4e6808		nnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	00000000000000000011111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	493d9965012fcfdd998fe3bdc8355745		nnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000001111111110	Test	
death penalty	7e36696ce445359f0daa057dee12b4e2		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111110000000000000011111111100000000000000000111111111111111111110	Train	Dev
death penalty	ea9a8830a7744bd99681b341151bd8f4		nnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111110	Test	
death penalty	7fc2dd0940b0b7981692d2086073e481		nnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000001111111111000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	94e7225a09f289683be202531b8b82a6		nnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	00000000000000000000000000000000000000011111111100000000111111111110000000000000001111111000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	732c01daf81aa6e95eca4f1f919cfb7a		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111110	Train	Dev
death penalty	ce2a23e606431f99348cc45d91199f98		nnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000000000111111111111111111100000000011111111111111111111111111110	Train	Dev
death penalty	49da2fbfa3d8dc9cba36f83648ea631c		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnn	00000000000000000000000000000000000001111111111111100001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	0e2f48d9871f52369f62d0d52006abc2		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000001111111111111111111110	Test	
death penalty	0c161278fb59a5c6de5c6ca66ab8c76a		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000111110000000000001111100000000000000000001111111100000000000000000000000000011110	Train	Dev
death penalty	3fb03f4d5176a097a70578bff7f6f7ae		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000011111000000000000000	Train	Dev
death penalty	b274b7af00f06213ee6fb7357f686ac5		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000111111111110000000000000000000000000111111111111111111000000000001111111110000000011111000000111111111111110	Train	Dev
death penalty	9b6bec2cc4e08991b3246bba04de96c9		nnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000111111111111110000000000000000000000011111111111111111111110	Train	Dev
death penalty	0cb9b3469adf230992e1646c1a322efa		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000000000000000000000111111111111111111111110000000000011111111111111111111110000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000	Dev	Dev
death penalty	e84b3eed363794f123359bdde34cdfbc		nnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111110	Dev	Dev
death penalty	8e6be7167197c8fd2dcbe8f18ea2071c		nnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnn	00000000000000011111111111000000000001111111111110000000001111111111111111111000000000000000000000000000000000000000000000000	Train	Dev
death penalty	0a73fddd92e3f523af779eb94cf6ee19		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnn	0000000000000000000000000000000000000001111111111111111111111111110000000000000000000000000000000000	Train	Dev
death penalty	e2e7e2bd215b395ff0bb21dad97751a8		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000000000111111110000000000000000000000000000000000000000000	Train	Dev
death penalty	fe9a84ada9f263ea51ed50bfc6d29119		nnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000001111111100000011111111111111110000000000000000000000000	Dev	Dev
death penalty	9f906d9fef098e8b947f948ddb704c91		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000001111111100000000000000000000	Dev	Dev
death penalty	06505ef858780db8ce8684cc90febe60		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000	Train	Dev
death penalty	d9fdf6b5c5af9794484cd4062d41c00c		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000011110000000000000000000000000000000111111111111111111110000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	5d1464780407d807f054c7b3e6769617		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	11111111110000000000000000000000000000000000011111111111111110000111110	Test	
death penalty	49c3b36c74c1d0c02d9db69bad8cccc4		nnnnnnnnnnnnnnppppppppppppppppnnnnnnnnnnn	00000000000000000000011111111100000000000	Test	
death penalty	f75dfbfd8672d3c5246677c003a16d11		nnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000111111110	Dev	Dev
death penalty	62d7c6f158911d871f99204d208e1e26		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnn	00000000000000000000000000000000000000000000000000000000000001111111110000011111111110000011111100000000000000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000	Dev	Dev
death penalty	3fb5fe62c00695267ce3f55556748945		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000111111111111111110000000000000000000000000000000000000000000111111111111111111111000000000000000011111111100000000000000000000000000000000000	Train	Dev
death penalty	eab4c458817e9dd2fe75f20da92b8eb4		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110	Dev	Dev
death penalty	8fe6552fc6843c51e20c4031d228adba		nnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000000000000000000000011100000000000000000000000000000011111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	e95e085f8cc278450f72fe2be3bd1259		ncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnn	0111111000000000000000000000000000000000000000001111100000000000000000000000000001111111111100	Train	Dev
death penalty	3232ff30c3191cd3faf14747d2effa4a		nnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000011111111111110	Train	Dev
death penalty	83fc604818367d73ebadbace5e752388		nccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	0a1eed98f90e72208229ba6f017acf59		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00001111111111000000000000000111110000000000000000000000000000000000000000000000001111100000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	c91048bcf261b0f993694e0bbed66663		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	1111000000111100000000000000000000000000000000000000000000	Train	Dev
death penalty	048ca1da561cdac47f9fc7c3ef51948c		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000000001111111111111111111110	Train	Dev
death penalty	4d0aff6825f701a97026349e2568d813		ncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnn	0000000000000000000000000000000000000000000000000000000000000000111110000000000000000000111111111100000000000	Train	Dev
death penalty	d1510d7ac5fd5f938945e43be56c4c4a		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111100000111111111111111110	Train	Dev
death penalty	3d14bff3011986e16954de00f6b361cb		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000000000011111111110000000000000000001111111111111111000000000000000011111000000000000000000000000000000000000000000000000001111111100000000	Train	Dev
death penalty	687d16a3394275f786022edcea22f15b		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000	Train	Dev
death penalty	047279848cb125e3893d0e9cfc15b705		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000001111111111111111111111100000000000000011111111111100000000000000000000000000000000000000000000000000000000000000000000011111111110000000000000000000000000000000000	Train	Dev
death penalty	9490fb6c8f4a6abddbf96feded9529bf		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000001111111111111111110000000000000000000011111111111110	Dev	Dev
death penalty	20f6932f399a818aed75f3224df53fe1		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111000000000000000000111111111100000000000000000000000000000000000000000	Test	
death penalty	4e82a4e74a79568067b7b5dad4105d47		pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnn	00000000000000000000000000000000000000000000000000001111111111111111111111110000000000000000000011111111100000	Train	Dev
death penalty	13ed5ee32b1f8e5d0785b18b20525fb4		nnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000011111111111111100000000000000000000000000000000000000000000000111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	9559b73001667972dad41fb50a7d92c7		ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	111111111111110000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	25523c89c90262b346be32093ab9b937		nnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000011110	Train	Dev
death penalty	e7d40cae777e63e656c5a40e8018cea1		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000011111111111111100000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	4ce33b4f885fef0b615a22c95ab6c229		nnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	9b43ebd48bf8e5fc7f908f93fc0419e8		nnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000111111110	Test	
death penalty	a3221e290735b6e6d94af18486cc8cdb		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000001111111110000000000000000000000000000000000000000000	Dev	Dev
death penalty	55eb9224b4fd1946e7e98443ab6d4b13		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111110000000000000000000000000000	Train	Dev
death penalty	df8b73c7b554c40664aba797b28e296c		nnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111100000000000111100	Dev	Dev
death penalty	5614a55d0f0bc9d8ed1be27e182fbfe5		ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	111111100000000000000011111110000000000011111111100000000000000000000000000000000000000011111111111111110	Train	Dev
death penalty	2565fd0a42285b47d01ec280be981adc		nnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000000000000001111111111110000000000	Train	Dev
death penalty	f83fc1015550b5cfe3212120a0a770a0		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	0000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000000000000000000000000000000000000	Train	Dev
death penalty	70e7fab21173b281bc1798da69ad82b3		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000000000000000000000000000000000000000000000000000011111111111110	Train	Dev
death penalty	11b6f68707484048a70b70932d888c7b		cccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000	Test	
death penalty	c5b9fcd293b5412323086f2edb237deb		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111000000000000000000000000000000000000000000000000000000000000000000000111110	Train	Dev
death penalty	c9868c4431bd73be538657f67b2f68fd		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	0000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000000000000000000000	Test	
death penalty	25a99abf6776d1899d07c0043d7741c7		nnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000001111111111111110000000000000000001111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111110000000000000000000111111111110	Test	
death penalty	36aa63fb8c1998ad68defeda80cb7d4c		cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000000000000011111111110000000001111100000000000000000000000	Train	Dev
death penalty	285123601bfde2d10c9d463fe04e9137		nnnnnnnnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000111111100000000000000000001111110000001111111110000000000000000000000	Train	Dev
death penalty	8eec6a285a2bdfa86b4df84ad965904c		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111100000000000000000000000011111110	Train	Dev
death penalty	40718c3f48652f1e04193274188aa754		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000001111111111111111000000000000000011111111111111111110	Test	
death penalty	354721d99ac2495277d971c52538c249		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnpppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn	000000000000000000000000000000000000000000000011111111110000111111100000000000000000000000000000000000	Dev	Dev
death penalty	cf63dd8ae945ec53045f649ad8a257fd		ncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccnn	00000000000000000000000000000000000000000000000000000000000000000000000111100000000000111100	Train	Dev
death penalty	c304e1dd8a300e839336c0a619f05d25		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnppppppppppppppppppppppppppppppppppppppppppppppppppppppppppn	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111110000000000000000000000000000000000	Test	
death penalty	13b3fefd7dcaa42adc4bf9bada8ecdea		nnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccnnccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	0000000000000000000000000001111111000000000000000000001111111111111000000000000000000000000011111111111111000000000000000000000000000000000000001111111111111111110	Dev	Dev
death penalty	2ab8c2a1b16dea5783988ca323950a0e		nnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	000000000001111111000000000000001111100000111111111000000000000000000000000000000000000000000	Test	
death penalty	b5a72e70b4d45e44936b2b72b519a304		ccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000001111111111100	Test	
death penalty	367ac3c8dd41bef642c6f298c50cc56d		nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncccccccccccccccccccccccccccccccccccccccccccccccccccccccccccn	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111110	Train	Dev
