topic	sentence_hash	segment_count	segment_hash	stance	aspect	segment	inner	cross
abortion	4e643bfeb2daee2819c9a7c414ff8861	0	92e8dea7888803fab4d1d21bba3ef75c	con	111100000000000000000000000000000000		Train	Train
abortion	2206a4bbe3c10279b1ea798a70f9e3c9	0	4a3342cffed8c216f2b4767746957373	con	00000000000000011111		Train	Train
abortion	4d04820828eb3df9c17f2b86c31efd0f	0	5a8759e66941cad88551f6e6e84e9598	con	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111		Test	
abortion	4d04820828eb3df9c17f2b86c31efd0f	1	526f8d87e5b739a42a4c0d05b4d764ea	pro	0000000000000000000000000000000000000000000000000000000000000011111111111111111		Test	
abortion	2c09f4a6ef6f8e70973177da9da10453	0	cfd36e4cd7e0068ff3aec27b2bb6cc65	pro	000001111111111100000000000000000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111		Train	Train
abortion	c972c511e5c24cf0e20fb1c3c90bf6cf	0	3271d1af96b2ccde6150b92061e550b2	pro	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000001111		Dev	Train
abortion	04b93df3afec90359d0ecbb1a43bb617	0	abe8a6dfb36f3348c72d71f257ca6528	con	00000000000000000000000111111111111111111100000000000000000111111000000000000000		Dev	Train
abortion	cf61fddb3b49def90bbbba987732391b	0	162f0a1cb927037e3620aa2d45c1c762	con	0000000000000000000000000000000000000000000000000000000000000011111111110011111100000011111111111001111111111111111100000111111111111111		Test	
abortion	266213a540101de75d25afc985eb5adb	0	f7f589fe9ebbdfb2c8266f59383d6292	pro	000000000000000000000000000000000000000000000000000011111111111111111		Train	Train
abortion	4f0d2b87e8aaac61e2e4a9e58931f398	0	c4eae04dd7fcb03fa77180f46044f3e3	con	000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000000		Train	Train
abortion	552de8eafc1e62600db18a89dd84bc65	0	0e370069321dc78310ae71af144f60ef	pro	000000000000111111111111111000000000000000000000000001111111111111		Train	Train
abortion	29e8ee27618e4d1d12735d4818942059	0	766e0df77874256ef2755c36d0858987	pro	000000000000000000000000000000000000000000000000000000000000000000000000111100000000000000001111100000000111111		Train	Train
abortion	25bb51f6a2071a0afad9390ad8d34372	0	67ef7c1ec24ab9a8c0f8b933ba5572a3	pro	00000000000000000000000000000001111110000000000000000000000000000011111110000000000001111111111111111		Train	Train
abortion	06b8a95aced26a418dc1a8292a9ded31	0	a6bd6a1b6c18c30caf7a99c90db30a24	con	000000000000000000111111111111110000000000000000000000000000000		Train	Train
abortion	06b8a95aced26a418dc1a8292a9ded31	1	4460f253c49aa4bcdd1c03477f07d4c4	con	00000000000000000000000000000000000000000000000000011111111110000000000001111111111111		Train	Train
abortion	a811a6b8f2429fd92c66464ccca9d1c9	0	37921f5b4488c4268210449a74214640	pro	00000000000000000000000000000000011111111111111000000000000001111111000000000000000011111111110000011111111		Train	Train
abortion	a860ee109a9e7465d6611cf72747a0a4	0	3e24beb1babf57aed81fca4a2cfbb8ab	con	111111110011111111111000000000111111100000000000000000000000000000000000000000001111110000000000000		Test	
abortion	ab23c5b349a4017bbc5d8eadee6a6e31	0	0c2884ae0810a65da59503bee6318423	pro	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000000000000000000000001111100000		Test	
abortion	7053412380c17de76807ac7c7a247f7b	0	666792b5bb22970e82b8bf44e8f918b5	con	000000000000000000000000000111111111000000000000000111111111000000000000000000000000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000001111111111100001111001111100000011111		Test	
abortion	ce3d95f4fec06cff21735ba3040fbfa5	0	8858ef55a7e2a70d8502a068bf6a2cf9	pro	0000000000000000000000000000000000000000000000000000000000		Train	Train
abortion	7c8507a68dc5f6fb5bdb434f266404b8	0	2e289bf4ba81bcfc3cbb540e30b03567	con	000000000000000000000000011111111111110000000000000000000000000000000000000001111111111111100000000000000000111111111111111111		Train	Train
abortion	fa43dcbe13d34f24c73e815ec001cb88	0	621766a3238bdf005582d6bb33275d38	pro	00000000000000000000000000000000000000000000000000111100000111111110000000000000000000000000000001111100000000000011111111		Test	
abortion	f45b3de1da51deeca347c855da798e8e	0	ca54ca6b2c1ba650887051c6d72ce201	pro	000001111100000111111100000011111111111111111110000000000000000000000000000000000000000000000000000000000000000000000001111111100000000000000001111111111111111111110000000000000000000000000000		Train	Train
abortion	6fba8a6a1bff4309f7b46456db6d5e69	0	a316d811623477347561e2bc7e6bc41a	con	000000000000000000000000011111111111001111111111111100000000000000000000000000000000000000000000000000000001111111111111111111000000000000000000000000011111111111000000000000000000000000000000111111		Dev	Train
abortion	9339f5c50042d42d3a5d687b32b22d20	0	b62ced36cea86b9ae8784ecd8346df99	con	0000000000000000000000000011111111111111111111111111111000000000000000		Train	Train
abortion	5f826a9cb3397522cd20d9fb68ec8d4f	0	6df9d1e9b850f7f90fa2cb500aa616da	con	000000000000000000000000000000000011111100000000000000000000000001111111111100000000000000000000000000000000000000000011111111111		Train	Train
abortion	6f4738ba7746ba3f191ce5524263a4cd	0	eadc428b7e11ffcc187cf6dc3f07733e	con	111110000000000000000000000000000000000		Test	
abortion	c1d5fb562cf88443a12f71962a3fff0b	0	a089fb90c510b062412c17b79ef139c0	con	000000000000000000000000111111111111111000000000000000000000000000000000000000000000011111		Train	Train
abortion	ec6b6119986949252e410314b1ef126d	0	6291c9afcae51893175035d2e6ffdcac	pro	00000000000000000011111111111111111100000000000000000001111111111111000000000000000111111111111111		Train	Train
abortion	7f2e6a4976ca2f8daa88dd0c9b8c5d53	0	292eea3fe34b0ee8b7abf4ebc4f8e62e	pro	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000001111111111111110000000000000000000		Train	Train
abortion	16b5e41ad9d1edd631f089198aeafee9	0	c6bdeb7af61c217decdd4429b163c5a4	pro	00000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111		Test	
abortion	5df58e6589ac7f5e20513a2e61a7143d	0	bd3c4fc985dc0abc195fa453290cfeeb	pro	000000000000000000000000000000000000000000000000011111111111111111000000000000000000000000000000000000000000000000000000000000000000		Train	Train
abortion	7778d00f4380eb3565e3ed6c417343aa	0	9cb97686eacbd8bea7b07bb5e81c0c40	pro	00000000000000000000000000000000000000000000011111111111100000000000000000000000000000000000000000000000111111111111111111		Train	Train
abortion	d2092c90f26c1c562cfde8032695ea3d	0	5d74fe96b0d728c93eac75256f20fe0b	pro	0000000000000000000000000000000000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000		Test	
abortion	ef434b774427bdffb91d463f839feb33	0	176c3df7e31f1af754473bc188bf4541	con	0000000000000001111111000000000000000000000000000000011111111000000000000000000		Train	Train
abortion	f231372d191719c36a643f8d31bf4e96	0	f2044b21d80a540d5c6089a6a03702cc	pro	00000000000000000000000000000000000000000000000000000000000000000000000011111		Train	Train
abortion	203b30336c20c3267d50635512907593	0	33ac921327f5e1a6a14a42b0976d6fd6	pro	00000000000000000000000000000011111111000000001111111110000000000000011111		Train	Train
abortion	9cabaefac278cb63823d91c2f2b7db0d	0	271bafcd6245f3faea3625fd7a4fd94d	con	0000000000000000000000000000000000000000000000000000000000000000000000000001111100000000111111100000000000000000111100000000000000111111110000011111111110000000001111111110000000000		Train	Train
abortion	0dea50bb045d6a3eda578ebc29c3b0c7	0	d07e5e3464e5508a2ea8933cd6899e96	con	111111111111111000000000001111111111111111111110000000000000000000000000000000000000000000000000000000000001111111111111		Dev	Train
abortion	27502792d4ea2869a618bdee4f1f7763	0	d0a9bda7a28ffbd958d8e929b77a255a	pro	00000000000000000000000000000000000000001111111		Train	Train
abortion	27502792d4ea2869a618bdee4f1f7763	1	44db544c1749248f78fb18259b7ebc03	pro	0000000000000000000000001111		Train	Train
abortion	f93301f0147a2f207f5c166eb32a608f	0	78690ccced106124bbd90e7eb080e6cd	pro	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000001111110000000011111		Train	Train
abortion	cad5e41463a2510169ed6510d99acafb	0	5b55b78fd04a0708134fa7471701391a	con	000000000000000000000000000000000000000000000000000000111111111000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		Train	Train
abortion	dff582ddfe224385cbba1549dea83052	0	f87c6e29341949f3ab6c1f2ac122b3e9	con	0000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000000111111111111111111111111		Train	Train
abortion	6f972782641992b79c810ae94ddda357	0	833176fca1c715ae55283284c214b7d4	con	000000111111111111110000001111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		Train	Train
abortion	faa9ae762ecd2c0eeedc380b4e18d373	0	3d23b7323a7e8ea2a09017bb9eeb60b3	pro	00001111111100000000000000011110000000000		Test	
abortion	7c12b48625debab1b57205b35749cce2	0	649138371b6d9cb372b192e5c550a1b1	pro	1111111111111100000000000000000000000000000000000000000000111111111111111110011110011111100000000000000000000000000000000000000000000000000000000000000000000000000000000		Test	
abortion	acb6f91142551e8af4b4b7e276056f87	0	a63c2dc1e19f07f52a78066217fb8186	con	111111000000000000001111111		Train	Train
abortion	acb6f91142551e8af4b4b7e276056f87	1	ad18654a736e2d52a2c60329babeb6f6	con	000000000000000000000000000		Train	Train
abortion	feaef6eb20488c78677721a043db8d3a	0	633fe888d01abbde682b8d6536286f4a	con	0000011111111111111100000000000000000000000000000000000000000000000000000		Test	
abortion	5887a278ec0630c125fbaac145f50f5b	0	d409422e2f026e22a4ddf0111d0bbf4e	con	00011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111		Train	Train
abortion	6b48c6a831921d393b91be6b569c38f6	0	cfd8a2946bd4f3c55a0cd4b9c865b0a2	con	00000000000000000000000000111111111111111110000000000000000000000000111111111111111		Train	Train
abortion	c64a259e188d8f84d532c56b36cd7fcc	0	ca24d6c050c1ccf3481ee43ccb01fedd	pro	0000000000000000000000000000001111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111100001111111111111110		Test	
abortion	b51a209819b28c2a144713c4161ee1fb	0	d655c471310a417433118554bba33e14	pro	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		Train	Train
abortion	2b4de75336e44e78edbdbabd804adaf8	0	cbcd94bf0193601cbc0ffb55baf5e110	con	0000000000000000000000111111000001111100000000000		Train	Train
abortion	c376be09365f998ce63e5536b57734b0	0	25221d82fa90ff0d18671192d0060366	con	0000000000000000000000000000000000000000000000000000111111111110000000000000000000		Train	Train
abortion	f6d8e2c8f79a92654879907d13d6269e	0	91dcefbfc55a04ce88a6fa084a3f9ded	con	000011111111111111111000001111111000000000001111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000011111		Train	Train
abortion	eb1d8ecaac057a33080ef0ac5b0d076e	0	0a3cd032b57aa88fd74d02c753daf700	con	0000011111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111		Train	Train
abortion	e0729e5bd324e7f336c4fa5d090bcd84	0	ce2be94f3bbb826641c6d00876179a78	pro	00000001111111111111111000000000000000000000000000111111111111111111111000000000000000000000000011111111111111111100000000000000000000000000000111111111111111111111111000000000000000000		Train	Train
abortion	9d054e1809f9a66dc342d5de13a1ab81	0	79dda2ca5ccba567e2060bb5e7490dbc	pro	00000000000000000000000000000000011111111111111111111111		Train	Train
abortion	1814ed6ed25065da9ca2a2b4dee3741a	0	c8ed41ceceaa62a2bed52fc76b6056ed	pro	0000000000000000000000000000000000000000000000000000000000000000000000000111111111111111000000000000000000000111100000000000000000000000111111		Dev	Train
abortion	f52ddaf3c9afba54a8ff4c5bba3cb652	0	7239d91f558504223bd86475cb0f0b63	pro	0000111111111111111111111100000000000011110000111110000000000000000000000000000000111111100000000000000000000000000		Train	Train
abortion	8c62039955875766032c4cd810af4c48	0	ce29d23049ac1cec06c3f75393584805	con	111111111111111111000000000000000000000000000000000000000000000000000000000000000000		Train	Train
abortion	4bdaddc881e5a36f1c88df5e4239cecf	0	a7a3eceb2f3bf23718c225b6892702ee	con	000000000000000000000000000000000000000000000000000000000000000000011111		Train	Train
abortion	fb341caece75ac49515aca3cf661ccd3	0	9eb526fcaf94529e93c34ce48d269c48	pro	0000000000000000000000000000		Train	Train
abortion	fb341caece75ac49515aca3cf661ccd3	1	fb07d3629df1638aca9e713e6727524a	pro	0000000000000000000000001111111111111111110000000		Train	Train
abortion	0d57e17ee14867394ffb77de81a09ace	0	547d390f4e64e45333ea46d42b82409e	con	00000111110000000000000000000000000000000000000000000000000000000000000000000		Test	
abortion	0d57e17ee14867394ffb77de81a09ace	1	785195434da1acbc420a11ed10e5e96d	con	0000000000000000000000000000000000		Test	
abortion	e34ebbfc83fa309e589252ccdbae532a	0	3d3c8fe5a0708ae53f96719f21f0bf70	con	000000000000000111111111111111111111111111000000000000000000000000000000000001111111100000111111111110000000000000000000000000000000111111111111111		Train	Train
abortion	7f0c8432690df767afd62d76e18c29e4	0	aee6b7aed610c22fc6fc92ed19ee5023	con	0000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111000000000000000000001111110000011111111111111111111111111111		Test	
abortion	fb444520ed1c77356ad116b8a21eec3b	0	ff2b35cbe2dbfdeb90256bc5ef13fac4	pro	0000000000000000000000001111111111000000000000111111111111000000000000		Train	Train
abortion	3171bc7070f690cd39ee9fa704250922	0	c163e2b354be3faabf7fe651bfa73e8e	con	0000000000000000000000000000000000		Train	Train
abortion	015968bac9f3a5071765611ff1270541	0	a2508f60f92f6ec811db20a634c976ec	pro	11110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		Dev	Train
cloning	1660d8d9e249122941f7fc8b718ae557	0	742fc00a684673339b311ba76d9d34cc	con	0000000000000001111111111110000000000000000000000000000000000000000000000		Test	
cloning	b6b66d39ea41160572186b0f4978f13a	0	966c6e8e1095e1190fb8363db395bc64	pro	00000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000		Train	Train
cloning	029de9cb2c77909eeb24af245faf2543	0	cd1e52ef1e98273709632e05b547eecf	pro	00111111111111000000000000000000000000000000000000000000000		Train	Train
cloning	f94f3ee2c70f4f88990209dc1f119544	0	a44ca95f402c0fb5c65b5bf32a8b56aa	con	0000111111110000000000000000000000000111111111111111111111000011111100000000011111111111		Train	Train
cloning	2049d19a2aa89b93181853c097433592	0	32eb2499e2df0ba1f45b025b68f0709a	pro	111111111111111111100000000000000000000111110000000000000000000011111111		Test	
cloning	31249719907e14f139b248630f4541b6	0	c429335e36b563a52e99d4d520b0ca67	con	0000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111110000000000000000000000000000000000000000000000		Train	Train
cloning	1a8c6058510a117c49b055dcf54da2d6	0	adbecb8394ef2981f435a5d818ae3a7f	con	000000000000000000000000000000000000000000111111100000000000000000001111111111		Dev	Train
cloning	d3b5bd8fcc57e2ad2ffe358c48ff6fb7	0	ded3719fbc58a29cd325a57dff3085f3	pro	000000000000000000000000000000000000000111111100000000000		Dev	Train
cloning	64da19c2db23adb1e97c3eefed22d770	0	2fff9b4e746b35943aa7a67ba09e5b42	pro	1111111111111111110000000000000000000000000011111111111		Train	Train
cloning	64da19c2db23adb1e97c3eefed22d770	1	27bad86087fd25e4d312814ade14010e	con	00000000000000011111111111111111111111111111		Train	Train
cloning	64da19c2db23adb1e97c3eefed22d770	2	46ec87ab86a0e5a46540a12b2cce969e	con	000000000000000000000000000000000000011111110000000000		Train	Train
cloning	953acfbffbd2fafc68aa70f0ba92d9d7	0	8d04a6f48f32bda557b6f34585ebb01e	pro	11111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000		Train	Train
cloning	e0365e2877f124d594da4dc79cd28fbf	0	9a4c32d94f64dc225ab8cec4e6793b62	con	000000111111111111111111		Train	Train
cloning	5c2bdf5f353cad0b9a587936900a32db	0	a74d9daf87421b81fbe58b586accaee1	pro	00000000000000000111111111111111100000000000000011111111111111000000000000000000000000000000001111		Train	Train
cloning	7ee252a69c4f86f721b217bcec37b9b9	0	182dd15cfe074a54315f5f01cced371a	con	000000000000000000000000000001111111111110000000000000000000000000		Train	Train
cloning	4a6b99c935b192df86ca3556546d8a46	0	e6674393d7c6436d60510ab7512a83b2	con	000000000000000000000000000000000000000000000000001111111111111111		Train	Train
cloning	aeb6580d154e7c9131cfa8e74f938d38	0	ed37447118059bb9f4b1fdd9dd7b5510	con	00000000000000000000000000001111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000111111111111111111		Train	Train
cloning	d1dd0d2e567332f6dc27fdfe8a549a0f	0	c31953aa16289c67ec1e3fa0d3ab5490	pro	1111111111111111111100000000000000000000000000111111100000011111111111111111		Train	Train
cloning	90cfc839c777be5efbffa7e62efcc6bb	0	51aeec906d8c82ecde22b5d6aecd0d56	con	0000000000000000000000000000000000000111111111111111111110000000000000011111111111000000001111111111110000000000000000000000000000000000000000000		Dev	Train
cloning	fba305f3d0879cea92712cd4c17f505e	0	74626399cb586ced5e5ac2bf0085da34	pro	111111111111111110000011111111111111000000000000000000011111111000000000000000000000		Train	Train
cloning	2e7ee05931f8974f21123bf6fd8af3a5	0	c118324b791516b8efd8e35f576eeba1	con	0000000000000000000000000000000000000001111111100000000000000000000000011111111111111		Dev	Train
cloning	56455a5725c5ab5da7f9745027416ac9	0	9ba440a59d13c8e58a0704b4565ae642	pro	0000000000000000000000000000000000000011111111111		Train	Train
cloning	bb6b8f6c3c31db44c7991a8112b42397	0	83394e5eb65684f347210afcdbb460eb	con	11111111111111111111000000000000000000000000000000000000000000000000000000000001111111111110000000000001111100000000000000		Test	
cloning	869d77c45a25c1f8909496fe333ffe05	0	6d3a3e7abdd9e2b12378edfea4a712dd	pro	00000000000000000000000000000000000000000000000000000001111111111111111100000000011111111		Train	Train
cloning	1c62c57b24db1d2ace32ae222684d73c	0	d5e801759a4b6d7fb1a9fa5490b7890e	con	00000000000000000000000001111000000001111111111111		Train	Train
cloning	63f521dbb38c232ac456a2c7f7d4b309	0	a2a6504f27252355d8d584be58dabc63	pro	000000000000000000000000000000000000000000000000000000000000000000000000001111111110000000000001111111111111111111111		Test	
cloning	4181fa5fbab80ac051f0d0d892dba649	0	3f282b4bdc9cdb02cab3c7f2fe72c040	con	00000000000000000000000000000000000000000000000000000000000000001111111111100000000000001111111111111		Train	Train
cloning	fc161145ab925aa1202fb8e4e21669f7	0	453c5f284e95c790693659bb1391b4c9	pro	1111111111100000000000000000111100000000000000001111		Train	Train
cloning	fc161145ab925aa1202fb8e4e21669f7	1	ff6a4bd790429e895ee82786adb40caf	pro	0000000000000000000000000000000000111111111100000011111111111110000000000000000000000000000000111111111		Train	Train
cloning	390f264f1927518c8674cb0c2d94b231	0	935303f52f8967f1d43999c19c741fdb	pro	00000000000011110000000000000000000000000111100000000000000000000000000111111110000000000000000000000000000000000000000000000		Test	
cloning	a31071997d421c5f8210900fdd3acc60	0	46ca3b1d276392238c317617816c9a64	pro	00000000000000000001111111111111111111100000000000000000000000000000000000000000000		Train	Train
cloning	1b0d379024899a5f90ed34d9b12cee72	0	6a5a2df6c099657509062a925442d792	pro	00001111111111110000000000000000000000000000000000000011111111100000000000000000000000001111110000011111000000000000000000011111000000000000000000000000000000000000		Train	Train
cloning	807828d6b70bfeb1f07e5b68ba303115	0	6d3acdc4754a22763e7f1ae6b46f87f9	pro	0000000000000000000000000000011111000000000000011111111111		Train	Train
cloning	e5efe4f35dd8d8eaa0b86a84fdd54979	0	0bfd6460793e1baf92899cc299ef365b	con	00000111111111100000000000000000000000000000000000111110000000000000000000000000000000000000000000		Test	
cloning	31916a639304165ba7ff7bb75100dd7f	0	c4d7d58004fc64142d4d24481008a47f	pro	000000000000000000000001111111111111111111100000000000000000000000000000000000000000001111		Train	Train
cloning	14d5ca3e7793883b26366d03387a68de	0	c9928932251046e36a4c50bb370dd1f1	pro	000000000000000000000000001111111111111110000111111110000000000000000000000000011111111111		Test	
cloning	ab13b94b7ee5e04b8f881fc47e66308f	0	0da08dd3ed5a2220ec544935c2cdfb2a	pro	11111111111000000000000111111111111111111100000000000111111111111110011111100001111111000000111111111111111111		Train	Train
cloning	e4eae2dc75655bdebe5d2f184bbb7923	0	499b633b6d7ab71cd0a0357f4e242a2e	con	0000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000		Test	
cloning	e4eae2dc75655bdebe5d2f184bbb7923	1	e6aee0bbee328a403137e82d1c03f6ff	con	00000000000000000000000000001111110000000000000000000001111111111		Test	
cloning	258118a4a6cd45af8c8abd87800f8de1	0	3442a0f2f53e15642a18d21db44acdba	pro	11111111111111111111000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000111111110000011111111111		Train	Train
cloning	991f352a2023c5df6a7facd0c437f434	0	909e623bb360c28d0cb46a0f84e1cfa1	pro	0000000000000000000000000000000000000000000000000111111111111000000000000000000000000111111111100000000000000000000000000011111111111111111000000000000001111111		Train	Train
cloning	4cb9fd86d555c2eb05c3ac3167af530f	0	41ed62870199f62bc4190d1d71fb5fea	pro	111111000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000		Train	Train
cloning	da8811b2bc8d4c85070d91591d5f36c8	0	3b5c275259d26c64448f847f6976afe1	pro	00000000000000000000000000000111111100000000000000000000000000011111111000000000		Train	Train
cloning	da8811b2bc8d4c85070d91591d5f36c8	1	6444f8153bff3829a1c1bb47816999d0	pro	0000000000000000000000000000000000000000000000001111111111111111111		Train	Train
cloning	3fa1de19df5ea91360d6ebdcb567a93a	0	d570e1e3a6d26f51059ffcc063d4d2a2	con	0000000000000000000000000000000000		Train	Train
cloning	00efc3cbf9e414de60d527db7247fe53	0	4be41513e5d0e1332ac472de7323d8c8	con	000011110000000000000000000111111000000000001111110000000000000000000000000000000001111110000000000000000000000011110000000000011111100000000000000000000111111		Train	Train
cloning	bf1b081ab23d55fd718f19c8516e40cb	0	1d4ea236e84c4212035de9ca2c7a4337	con	00000000000000000000000000000000000000000000000000000000000000000000000111111111111100000000000		Test	
cloning	fef0bf7a448cc8c92b5e9d97db2cd9f6	0	180cf4abcf4f5dac3266c93527d4f699	con	0000001111100000000000000000000000000000000000000000000000001111110000000000011111000000000000000000000000000000000000000000000000000		Train	Train
cloning	0b9d2ea6a598b5b402b2359e9753d556	0	02bef2bbfc1cb57a9c7d2c742aeb08b4	pro	1111111111000000000111111111111110000000000000000000000000000111111111		Train	Train
cloning	1a83d0ac550c11a771a5526e4fdb3b7b	0	c583a0f5efb6425560498d45dd002159	con	00000001111111100000000000000000000000000000000000000000000000000001111111111111		Train	Train
cloning	476fd14d474603e44efb9e79128d25a3	0	01e22e01a5453da1e9e67a592dcf9a7b	pro	00000000000000000000000000001111111111000000000000000000000000000000000000000000011111111000000000000000000000		Test	
cloning	5fffa5bb998e470471a83e379fb47c51	0	a4044c198c89c83856230f3e1e59da21	con	00000000000000000000000		Train	Train
cloning	7cc0342c56ebd5826760a59f6ea16b38	0	a952074ad6f0203565b4c64322ae5948	pro	1111111111100000000000000000000001111110000000000000001111		Test	
cloning	385a1012769ca15c346a339221276bc6	0	bc091850d0eddff2c0b5febdac888937	pro	00000000000111110000000000000000000000000000000000000000000000000000000000000001111111111		Test	
cloning	bea725107f9283e8a64476973a6777ee	0	4416017d3161ed40239c213d2f387748	con	00000000000000000000000000000000000111111110000000000000		Train	Train
cloning	7beb6245ab7603a8433c3eeedd0f799a	0	66221c69a9d346a2409ddf2977c747f4	con	111111111111111111100000000000000000000000000000000001111111111		Test	
cloning	6880cb5784e98746437dfcecb034975a	0	74db53cee1e8ec4432530ef93b63882c	pro	000000000000000000000000000000000000000000000011111000000000000000111111000000000111111111111111		Train	Train
cloning	918996b257696176ebca19947f31576d	0	69128538722d20492dc536b2d8ede46b	pro	111111111100000000000000000000000000001111111111111111		Dev	Train
cloning	918996b257696176ebca19947f31576d	1	cf5402d109e50987fe41cd2feecc2ea6	pro	000000000000000000000000000000000000000111111100000000000000000000111111111111111111111000000111111111000001111111110000000000		Dev	Train
cloning	e022021d7a402cc30027a3ac5185f26c	0	43e78158bba836e1cee6ac76dd26d05d	con	00000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000		Test	
cloning	01dc4ea8ca63de7aa44061c9b5603de6	0	ff59199ab60c9d3814d845e1591e19e2	pro	0000000000000000000000000000000000000000001111111111111		Test	
cloning	03792fbcc4aad0fb125e70ba5c8048dc	0	d078d40c0c9f685bbfa2546fa5f0cf83	pro	000000000000000000000000000000000000000000000000000011111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000001111111111111000000000000000		Train	Train
cloning	119c3210b5074aa32ce546ac3aa62e92	0	d6ea1c76e4be2e4e3fd82e65ae102d5d	pro	000000000000000000000000000000011111000011111100000000000000000011111111111111100000000000000000000000000000000000000000000000000000000000		Train	Train
cloning	cff6057b3e38fd3f7091b9c064260f20	0	18defdc3d55298416034e999693af4a1	con	00000000000001111111111111111000000000000111111111111111000000000000000000000000000000000000111111111110000000000000111111111111		Train	Train
cloning	b4464576d782b6a6cf1ea2cb2225c920	0	326cb5001f04ec56e5e93e9ace045383	con	00000000000000111111111111111100000000000000000000000000000000000000000000000		Test	
cloning	d14462f2b807f3de7fc17f35e00c3a5b	0	bc8052f7ca7e4eab38be23ddbe2d1cdd	con	000000000000000000001111110000000000000111111111111100000000000000000000000000000000000000000		Test	
cloning	f3144bf4943ec987adde33886a081729	0	94e4a00e639e1bd46e03d6fad2a8dcb5	pro	11111111100000000000000000000000011111111111111111110000000000000000000000111111100000000000000000000000000011111111000000000000000000000000000001111111111100000000000000000000000011111111111111111111111000000000000000000000000000000000011111		Train	Train
cloning	ca8f05132e9bb6a816b8c6737c900a4d	0	bfbecef1010e538064a76d244ada7756	con	0000000000111111100000111111000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111		Dev	Train
cloning	cc9f72d23493e634cda206d1435b3f7e	0	11b2290be30f1cf830c7de33765a2f71	con	0000000000000000000000000000000000000000111111111111111111111110000000000000000000000000000000000000000000000000		Train	Train
cloning	4244a5915aadcfbbde2416023eec6c6d	0	7f28c592eb61b91c3e56290ad08a07c1	con	000000000000000000000000000000000000000000000000000001111111111111111100000000111111		Train	Train
cloning	22fc24ad7a0102de85c884a1520a9253	0	65bb60f77ae61f0c2eba05b476a04078	pro	11111111111111100000000001111111000000000000000000011111		Test	
cloning	80a44e1abb6028c07fdaf1f4a84b9ca9	0	4f40552fce640e2b3fb5dfc2bc96dc97	pro	11111111111111110000000000000000000000000000000000000000000000000000000000011110000000000000000000000		Train	Train
cloning	20a65ab63f64eadb24dd92ba15dbdfb5	0	56a9163a01f250bf02c7bb97b3cb70cc	pro	0000000111000000000000000000011110000000000000111111111000000000000000000000000000000000000000000000000000000000000000011111111		Train	Train
cloning	effde82956bd4b7464b48cc467e95fa2	0	2cc030e83731854357efba885a45099d	con	00000000000000000000000001111111111111111111100000111111111		Test	
cloning	181046152a1728d9e12d3816a10bfeb2	0	6cdd5be2a5396436973fb7508ad076c4	con	0000000000000000000000000000000000000000000000000000000000000000000000000000000001111111100000000000001111111111111		Train	Train
cloning	3c5d6647259986877fffd3892a13c873	0	56701c480aff9e67739e7b02aa72fcb6	con	00000000001111111000000000000000000000000000000000000001111111111111111111110000000000000000000000000000011111111111111111111111100000000000		Train	Train
cloning	cdb2977985dc1470d81d44e36db333a4	0	8a0951744b807f62bac9f4c56b030af4	pro	0000000000000000000000011111111111111111110000000000000000		Dev	Train
cloning	8aafdbc20614f3c46fdaafb89da6932a	0	33f200fbb245d85b54c19f908f398552	pro	00000000000000000000111111111111111000000000		Test	
